# Name: CRT Royale Kurozumi (Port)
# crt-royale-kurozumi (P22/PVM preset over crt-royale); libretro/slang-shaders @ 3b0d6aa1d134
# Warped beam-center transfer, co-optimized with the adaptive V fit;
# pair with the matching (Port) filters
21,19,6
22,20,13
22,21,14
22,21,15
22,21,16
22,21,16
23,22,17
23,22,17
23,22,18
24,23,19
26,25,21
27,26,22
28,27,23
30,29,25
31,30,26
32,32,27
34,33,29
35,34,30
36,36,32
38,37,33
39,38,34
41,40,36
42,41,37
43,43,39
45,44,40
46,45,41
48,47,43
49,48,44
50,50,46
52,51,47
53,52,48
55,54,50
56,55,51
57,57,53
59,58,54
60,59,56
62,61,57
63,62,58
64,64,60
66,65,61
67,66,63
69,68,64
70,69,65
71,71,67
73,72,68
74,73,70
76,75,71
77,76,73
78,78,74
80,79,75
81,80,77
82,82,78
84,83,80
85,85,81
87,86,82
88,87,84
89,89,85
91,90,87
92,92,88
94,93,89
95,94,91
96,96,92
98,97,94
99,98,95
100,100,96
102,101,98
103,103,99
105,104,101
106,105,102
107,107,103
109,108,105
110,110,106
112,111,108
113,112,109
115,114,110
116,115,112
117,117,113
119,118,115
120,120,116
122,121,118
123,122,119
124,124,120
126,125,122
127,127,123
129,128,125
130,130,126
132,131,128
133,132,129
134,134,130
136,135,132
137,137,133
138,138,134
140,139,136
141,140,137
142,142,138
143,143,139
145,144,141
146,145,142
147,147,143
148,148,144
150,149,146
151,150,147
152,151,148
153,153,149
155,154,151
156,155,152
157,156,153
158,158,154
159,159,156
161,160,157
162,161,158
163,163,159
164,164,160
166,165,162
167,166,163
168,167,164
169,169,165
170,170,167
172,171,168
173,172,169
174,173,170
175,175,171
176,176,173
178,177,174
179,178,175
180,179,176
181,181,177
182,182,179
184,183,180
185,184,181
186,185,182
187,187,183
188,188,185
189,189,186
191,190,187
192,191,188
193,192,189
194,194,190
195,195,192
196,196,193
198,197,194
199,198,195
200,199,196
201,200,197
202,202,199
203,203,200
204,204,201
206,205,202
207,206,203
208,207,204
209,208,205
210,209,207
211,211,208
212,212,209
213,213,210
214,214,211
216,215,212
217,216,213
218,217,214
219,218,215
220,219,217
221,221,218
222,222,219
223,223,220
224,224,221
225,225,222
226,226,223
228,227,224
229,228,225
230,229,226
231,230,227
232,231,229
233,232,230
234,233,231
235,234,232
236,236,233
237,237,234
238,238,235
239,239,236
240,240,237
241,241,238
242,242,239
243,243,240
244,244,241
245,245,242
246,246,243
247,247,244
248,248,245
249,249,246
250,250,247
251,251,248
252,252,249
253,253,250
254,254,251
255,255,252
255,255,253
255,255,254
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
