# 256 Phase Filters
# Single Set of Coefficients
#
# No-scanline vertical interpolation with matched late gain 1.0677
# Pairs with base Matched gamma and 42f/22f/12f shadow mask

10bit

# Coefficients
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 273,   0,   0
   0, 272,   1,   0
   0, 272,   1,   0
   0, 272,   1,   0
   0, 272,   1,   0
   0, 272,   1,   0
   0, 272,   1,   0
   0, 272,   1,   0
   0, 271,   2,   0
   0, 271,   2,   0
   0, 271,   2,   0
   0, 271,   2,   0
   0, 271,   2,   0
   0, 271,   2,   0
   0, 270,   3,   0
   0, 270,   3,   0
   0, 270,   3,   0
   0, 270,   3,   0
   0, 269,   4,   0
   0, 269,   4,   0
   0, 269,   4,   0
   0, 269,   4,   0
   0, 268,   5,   0
   0, 268,   5,   0
   0, 268,   5,   0
   0, 267,   6,   0
   0, 267,   6,   0
   0, 267,   6,   0
   0, 266,   7,   0
   0, 266,   7,   0
   0, 266,   7,   0
   0, 265,   8,   0
   0, 265,   8,   0
   0, 264,   9,   0
   0, 264,   9,   0
   0, 264,   9,   0
   0, 263,  10,   0
   0, 263,  10,   0
   0, 262,  11,   0
   0, 262,  11,   0
   0, 261,  12,   0
   0, 261,  12,   0
   0, 260,  13,   0
   0, 260,  13,   0
   0, 259,  14,   0
   0, 259,  14,   0
   0, 258,  15,   0
   0, 258,  15,   0
   0, 257,  16,   0
   0, 257,  16,   0
   0, 256,  17,   0
   0, 255,  18,   0
   0, 255,  18,   0
   0, 254,  19,   0
   0, 254,  19,   0
   0, 253,  20,   0
   0, 252,  21,   0
   0, 252,  21,   0
   0, 251,  22,   0
   0, 250,  23,   0
   0, 249,  24,   0
   0, 249,  24,   0
   0, 248,  25,   0
   0, 247,  26,   0
   0, 246,  27,   0
   0, 246,  27,   0
   0, 245,  28,   0
   0, 244,  29,   0
   0, 243,  30,   0
   0, 242,  31,   0
   0, 241,  32,   0
   0, 241,  32,   0
   0, 240,  33,   0
   0, 239,  34,   0
   0, 238,  35,   0
   0, 237,  36,   0
   0, 236,  37,   0
   0, 235,  38,   0
   0, 234,  39,   0
   0, 233,  40,   0
   0, 232,  41,   0
   0, 230,  43,   0
   0, 229,  44,   0
   0, 228,  45,   0
   0, 227,  46,   0
   0, 226,  47,   0
   0, 224,  49,   0
   0, 223,  50,   0
   0, 222,  51,   0
   0, 220,  53,   0
   0, 219,  54,   0
   0, 218,  55,   0
   0, 216,  57,   0
   0, 215,  58,   0
   0, 213,  60,   0
   0, 212,  61,   0
   0, 210,  63,   0
   0, 208,  65,   0
   0, 206,  67,   0
   0, 205,  68,   0
   0, 203,  70,   0
   0, 201,  72,   0
   0, 199,  74,   0
   0, 197,  76,   0
   0, 194,  79,   0
   0, 192,  81,   0
   0, 189,  84,   0
   0, 187,  86,   0
   0, 184,  89,   0
   0, 181,  92,   0
   0, 178,  95,   0
   0, 174,  99,   0
   0, 170, 103,   0
   0, 166, 107,   0
   0, 161, 112,   0
   0, 154, 119,   0
   0, 137, 137,   0
   0, 119, 154,   0
   0, 112, 161,   0
   0, 107, 166,   0
   0, 103, 170,   0
   0,  99, 174,   0
   0,  95, 178,   0
   0,  92, 181,   0
   0,  89, 184,   0
   0,  86, 187,   0
   0,  84, 189,   0
   0,  81, 192,   0
   0,  79, 194,   0
   0,  76, 197,   0
   0,  74, 199,   0
   0,  72, 201,   0
   0,  70, 203,   0
   0,  68, 205,   0
   0,  67, 206,   0
   0,  65, 208,   0
   0,  63, 210,   0
   0,  61, 212,   0
   0,  60, 213,   0
   0,  58, 215,   0
   0,  57, 216,   0
   0,  55, 218,   0
   0,  54, 219,   0
   0,  53, 220,   0
   0,  51, 222,   0
   0,  50, 223,   0
   0,  49, 224,   0
   0,  47, 226,   0
   0,  46, 227,   0
   0,  45, 228,   0
   0,  44, 229,   0
   0,  43, 230,   0
   0,  41, 232,   0
   0,  40, 233,   0
   0,  39, 234,   0
   0,  38, 235,   0
   0,  37, 236,   0
   0,  36, 237,   0
   0,  35, 238,   0
   0,  34, 239,   0
   0,  33, 240,   0
   0,  32, 241,   0
   0,  32, 241,   0
   0,  31, 242,   0
   0,  30, 243,   0
   0,  29, 244,   0
   0,  28, 245,   0
   0,  27, 246,   0
   0,  27, 246,   0
   0,  26, 247,   0
   0,  25, 248,   0
   0,  24, 249,   0
   0,  24, 249,   0
   0,  23, 250,   0
   0,  22, 251,   0
   0,  21, 252,   0
   0,  21, 252,   0
   0,  20, 253,   0
   0,  19, 254,   0
   0,  19, 254,   0
   0,  18, 255,   0
   0,  18, 255,   0
   0,  17, 256,   0
   0,  16, 257,   0
   0,  16, 257,   0
   0,  15, 258,   0
   0,  15, 258,   0
   0,  14, 259,   0
   0,  14, 259,   0
   0,  13, 260,   0
   0,  13, 260,   0
   0,  12, 261,   0
   0,  12, 261,   0
   0,  11, 262,   0
   0,  11, 262,   0
   0,  10, 263,   0
   0,  10, 263,   0
   0,   9, 264,   0
   0,   9, 264,   0
   0,   9, 264,   0
   0,   8, 265,   0
   0,   8, 265,   0
   0,   7, 266,   0
   0,   7, 266,   0
   0,   7, 266,   0
   0,   6, 267,   0
   0,   6, 267,   0
   0,   6, 267,   0
   0,   5, 268,   0
   0,   5, 268,   0
   0,   5, 268,   0
   0,   4, 269,   0
   0,   4, 269,   0
   0,   4, 269,   0
   0,   4, 269,   0
   0,   3, 270,   0
   0,   3, 270,   0
   0,   3, 270,   0
   0,   3, 270,   0
   0,   2, 271,   0
   0,   2, 271,   0
   0,   2, 271,   0
   0,   2, 271,   0
   0,   2, 271,   0
   0,   2, 271,   0
   0,   1, 272,   0
   0,   1, 272,   0
   0,   1, 272,   0
   0,   1, 272,   0
   0,   1, 272,   0
   0,   1, 272,   0
   0,   1, 272,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
   0,   0, 273,   0
